Cyprus,CYP,0.387375444,0.373857141,4,60.10638428,38.29787064,78.72340393,0.221684545,0.345462829,4,54.78723526,33.51063919,73.93617249,0.515470088,0.342808962,4,68.7830658,42.32804108,82.01058197,0.19483991,0.316106439,4,51.85185242,32.27513123,70.37036896,0.53131783,0.302046776,4,63.81909561,42.21105576,82.4120636,0.379899234,0.287285477,6,59.22330093,41.26213455,75.72815704,0.51629746,0.278669238,6,64.07766724,47.57281494,78.64077759,0.539754391,0.274180859,6,62.80193329,48.79227066,80.67633057,0.537154853,0.262605757,6,63.28502274,46.85990524,79.71014404,0.639684081,0.26408723,6,68.75,51.92307663,86.53845978,0.389175355,0.246401951,7,57.81990433,43.12796021,73.4597168,0.452444822,0.243547097,7,61.6113739,47.86729813,75.82938385,0.607984483,0.244249582,7,66.824646,54.50236893,81.99052429,0.635126054,0.226807356,7,66.824646,54.9763031,83.412323,0.563347161,0.23150824,7,64.9289093,54.50236893,77.72512054,0.551882088,0.200113058,7,63.80952454,54.76190567,76.66666412,0.550866485,0.206814811,7,62.8571434,54.2857132,76.19047546,0.604254723,0.21260111,7,66.19047546,55.23809433,80,0.53786546,0.216736346,8,65.23809814,53.33333206,79.04762268,0.491742969,0.215843901,8,62.73584747,52.83018875,74.05660248,0.557369947,0.232236564,7,64.15093994,53.77358627,79.71697998,0.291828424,0.23743327,6,56.13207626,43.39622498,69.3396225
Czech Republic,CZE,1.147579074,0.373857141,4,87.76596069,63.29787064,100,0.899641633,0.345462829,4,77.12766266,58.51063919,98.40425873,0.332050323,0.31357041,5,60.31745911,39.68254089,76.19047546,1.045757771,0.286130786,6,83.06878662,68.25396729,96.29629517,0.886859953,0.283212215,6,76.8844223,59.29648209,96.98492432,0.654150546,0.279339284,7,68.44660187,52.91262054,86.40776825,0.936071336,0.270614386,7,77.66990662,63.10679626,96.11650848,1.053972006,0.245998517,8,85.50724792,65.70048523,99.51690674,1.015041471,0.239129573,8,83.09178925,68.11594391,98.55072784,1.049844742,0.24162896,8,85.57691956,69.2307663,99.5192337,0.905064225,0.241859883,8,79.14691925,63.03317642,94.31279755,0.989233732,0.239330947,8,82.93838501,65.87677765,95.73459625,1.109117627,0.238522351,9,88.62559509,68.72038269,99.05213165,1.054106116,0.219665527,9,86.7298584,69.19431305,98.10426331,1.084778547,0.225787356,9,87.67772675,67.77251434,98.57820129,0.989990473,0.192247406,9,83.33333588,68.57142639,97.14286041,0.979189098,0.198164418,9,82.38095093,66.19047546,95.23809814,0.976115525,0.204956502,9,81.42857361,66.66666412,94.76190186,1.000036478,0.211722627,9,83.33333588,69.04762268,95.7142868,1.031982183,0.211090252,9,87.26415253,66.98113251,96.22641754,0.943887472,0.227150217,8,80.18868256,65.09433746,93.86792755,0.924458563,0.232359797,7,79.24528503,62.26415253,94.3396225
Germany,DEU,1.288752794,0.373857141,4,92.02127838,68.0851059,100,1.241743326,0.345462829,4,92.02127838,68.61701965,100,1.412949204,0.31357041,5,95.23809814,77.24868011,100,1.099539518,0.286130786,6,86.24338531,68.7830658,97.35449982,0.578257501,0.283212215,6,65.32662964,47.73869324,83.41708374,0.639836669,0.279339284,7,67.96116638,52.42718506,85.92233276,0.890193582,0.270614386,7,75.72815704,59.22330093,95.14562988,1.026523352,0.245998517,8,82.12560272,64.73429871,99.03381348,0.996008515,0.239129573,8,81.15942383,66.66666412,98.55072784,0.945834458,0.24162896,8,79.80769348,65.38461304,98.55769348,0.860530794,0.241859883,8,77.25118256,61.6113739,92.89099884,0.796834469,0.239330947,8,73.4597168,59.71564102,90.52132416,0.842218459,0.238522351,9,71.5639801,61.6113739,92.41706085,0.775621295,0.219665527,9,71.09004974,59.71564102,89.09952545,0.92798388,0.225787356,9,76.30331421,64.45497894,94.31279755,0.925186455,0.192247406,9,78.09523773,66.66666412,93.80952454,0.699824274,0.198164418,9,68.57142639,58.09523773,86.19047546,0.681363404,0.204956502,9,69.52381134,58.09523773,86.66666412,0.587721467,0.211722627,9,65.7142868,55.23809433,80.47618866,0.591275334,0.211090252,9,65.09433746,54.24528122,80.6603775,0.574308574,0.227150217,8,65.56604004,54.71697998,80.18868256,0.671011388,0.232359797,7,68.86792755,55.6603775,87.73584747
Djibouti,DJI,-0.338851511,0.475315154,2,35.10638428,14.36170197,60.63829803,-0.962539792,0.435323596,2,17.55319214,7.446808338,35.10638428,-0.241832718,0.455642104,2,36.50793839,17.46031761,68.25396729,-0.3131302,0.438636631,2,32.80423355,19.04761887,61.37565994,-0.912508249,0.35043788,2,21.60803986,9.045226097,35.17588043,-0.344594181,0.365716189,2,33.49514389,18.93203926,53.88349533,-0.813312232,0.386144698,2,22.81553459,7.281553268,40.29126358,-0.259959519,0.332642913,3,38.16424942,22.22222137,53.62318802,-0.122194342,0.308107227,3,39.13043594,25.12077332,57.00482941,0.270492584,0.310743183,3,54.80769348,35.57692337,72.59615326,0.493948996,0.293824881,4,63.03317642,44.54976273,84.8341217,0.253481269,0.282069832,4,53.08057022,37.91469193,70.61611176,0.177703246,0.273884326,4,53.08057022,37.91469193,68.2464447,0.160619214,0.254446119,4,51.6587677,37.91469193,63.5071106,-0.102187522,0.26130271,4,42.65402985,27.48815155,58.2938385,-0.77023226,0.218982503,4,20.95238113,10.47619057,30,-0.443531573,0.226195112,4,30,20.47619057,43.33333206,-0.626400411,0.230289087,4,24.2857151,13.80952358,36.66666794,-0.736858666,0.239812374,4,20,11.90476227,32.38095093,-0.137615532,0.238550365,4,41.50943375,28.77358437,54.71697998,-0.35114947,0.254131973,4,32.54716873,19.81132126,50,-0.318376482,0.253991514,4,36.320755,20.28301811,50
Dominica,DMA,0.718495429,0.613506794,1,70.74468231,37.23404312,100,0.730095923,0.575733066,1,72.34042358,35.63829803,100,0.487782598,0.597071171,1,67.72486877,30.15872955,95.23809814,0.548116386,0.520825028,1,67.72486877,33.33333206,94.708992,0.672487736,0.35043788,2,68.84422302,46.73366928,94.4723587,0.946451068,0.331347913,3,79.12621307,60.19417572,98.54368591,0.832658172,0.333870947,3,73.78640747,55.3398056,96.60194397,0.912001431,0.332642913,3,76.32849884,56.0386467,99.51690674,0.787977576,0.308107227,3,74.39613342,53.62318802,96.6183548,0.915203333,0.310743183,3,78.36538696,57.69230652,99.03845978,0.666293442,0.324636489,3,69.66824341,48.81516647,91.4691925,0.903117776,0.320087254,3,78.67298889,57.81990433,97.15639496,1.139158607,0.306695104,3,90.0473938,68.2464447,99.52606964,0.980585456,0.282746524,3,81.99052429,63.03317642,98.57820129,1.119856238,0.297252923,3,89.57346344,65.87677765,99.52606964,1.05717814,0.238057718,3,87.61904907,67.61904907,98.09523773,1.077941298,0.245949939,4,89.52381134,66.66666412,98.57142639,1.002437711,0.248026863,4,85.7142868,65.7142868,96.19047546,1.198148966,0.258104801,4,92.38095093,72.38095093,99.04762268,1.096157432,0.254123271,4,89.15093994,66.98113251,98.58490753,1.06745708,0.27849552,4,88.679245,66.98113251,97.64151001,1.346246123,0.281269521,4,95.28302002,77.35848999,99.52830505
Denmark,DNK,1.442067623,0.373857141,4,97.87233734,72.87233734,100,1.43146503,0.345462829,4,97.34042358,75.53191376,100,1.503310442,0.31357041,5,95.76719666,80.42327881,100,1.527139783,0.286130786,6,96.82539368,83.06878662,100,1.204807281,0.283212215,6,93.96984863,70.35176086,99.49748993,1.085029483,0.279339284,7,83.98058319,66.50485229,99.51456451,1.074679375,0.270614386,7,85.43688965,66.01941681,99.51456451,1.047865033,0.265196055,7,85.02415466,64.25120544,99.51690674,1.117681503,0.256352454,7,91.30434418,70.04830933,100,1.065298676,0.25823471,7,86.05769348,69.2307663,99.5192337,1.000632167,0.241859883,8,85.30805969,66.824646,97.15639496,1.040961027,0.239330947,8,86.25592041,67.29857635,97.15639496,1.10029304,0.241997883,8,87.20378876,68.72038269,99.05213165,0.914910674,0.219665527,9,75.82938385,63.03317642,93.3649292,0.959233463,0.225787356,9,80.0947876,64.9289093,94.78672791,0.951779723,0.192247406,9,78.57142639,67.61904907,94.76190186,0.897649825,0.198164418,9,76.66666412,63.33333206,92.85713959,0.867915452,0.204956502,9,74.76190186,63.80952454,93.33333588,0.868414879,0.211722627,9,76.19047546,64.76190186,92.38095093,0.946250618,0.211090252,9,82.07546997,65.09433746,94.81131744,0.995625198,0.227150217,8,82.54717255,66.98113251,96.22641754,0.943032622,0.232359797,7,81.60377502,62.73584747,94.3396225
Dominican Republic,DOM,-0.073888317,0.373857141,4,45.21276474,22.87234116,63.29787064,-0.414179713,0.345462829,4,31.9148941,16.48936081,52.12765884,0.01583853,0.342808962,4,44.97354507,29.10052872,69.84127045,0.119549684,0.301078081,5,48.67724991,31.21693039,68.25396729,-0.419236034,0.292474926,5,31.65829086,21.60803986,44.22110367,-0.343868911,0.287285477,6,33.98058319,21.35922241,49.02912521,-0.258744866,0.278669238,6,38.34951401,25.24271774,53.39805984,-0.108513825,0.253118902,7,42.02898407,28.98550797,54.10628128,-0.077550009,0.244181082,7,40.09661865,28.01932335,54.58937073,-0.037004936,0.246403143,7,42.78845978,29.80769157,55.76922989,-0.001411321,0.246401951,7,44.54976273,30.80568695,59.71564102,-0.044954035,0.243547097,7,44.54976273,30.33175278,56.87203979,-0.00048185,0.240677565,8,46.91942978,33.175354,60.1895752,0.252366811,0.221984327,8,54.9763031,40.28435898,65.40284729,0.207428694,0.228019789,8,54.9763031,40.28435898,64.9289093,0.145934492,0.196386188,8,50.95238113,38.09523773,60.47618866,0.236706421,0.202983424,8,54.76190567,42.38095093,63.33333206,0.252106041,0.20779568,8,55.23809433,43.80952454,65.7142868,0.160588473,0.215949968,8,52.8571434,38.57143021,63.80952454,0.023920313,0.215236962,8,47.64151001,35.37735748,58.49056625,0.005306914,0.233014643,7,47.16981125,31.13207626,58.49056625,0.167433441,0.238271371,6,52.35848999,41.03773499,62.26415253
Algeria,DZA,-1.780030727,0.373857141,4,5.319149017,2.127659559,12.23404217,-1.875876427,0.345462829,4,4.787233829,0,10.63829803,-1.432009816,0.342808962,4,10.05290985,2.645502567,19.57671928,-1.633233786,0.316106439,4,6.878306866,1.058201075,17.46031761,-1.753627181,0.292474926,5,5.527637959,1.507537723,13.06532669,-1.359521031,0.287285477,6,10.67961121,4.368932247,18.93203926,-0.915213346,0.278669238,6,20.38834953,10.67961121,32.52427292,-1.126452804,0.253118902,7,15.45893764,8.212560654,25.12077332,-1.148360014,0.244181082,7,14.00966167,8.695652008,22.22222137,-1.093989491,0.246403143,7,14.90384579,9.615385056,23.55769157,-1.197078228,0.246401951,7,13.27014256,7.582938194,19.9052124,-1.259367585,0.243547097,7,11.84834099,4.739336491,19.9052124,-1.360560656,0.244249582,7,10.42654037,5.213270187,18.48341179,-1.325043321,0.226807356,7,9.478672981,5.687203884,18.00947952,-1.202371478,0.23150824,7,12.79620838,7.582938194,19.9052124,-1.190535188,0.200113058,7,9.523809433,8.095237732,17.1428566,-1.090159774,0.206814811,7,11.90476227,9.047618866,21.4285717,-1.097525716,0.21260111,7,12.38095284,8.571428299,20,-0.915799141,0.221277729,7,16.19047546,9.523809433,27.1428566,-0.836119592,0.220283121,7,17.92452812,11.320755,28.77358437,-1.044342637,0.23851493,6,13.20754719,8.490566254,23.11320686,-0.860165298,0.243751317,5,17.45282936,10.84905624,28.77358437
Ecuador,ECU,-0.768633664,0.373857141,4,22.34042549,9.042552948,42.02127838,-0.160668179,0.345462829,4,38.29787064,21.80850983,61.17021179,-0.574142456,0.342808962,4,28.5714283,14.28571415,43.38624191,-0.762054026,0.301078081,5,23.80952454,14.28571415,35.97883606,-0.960764229,0.292474926,5,20.6030159,9.547739029,29.64824104,-0.842865884,0.287285477,6,20.38834953,11.1650486,32.03883362,-0.794365287,0.278669238,6,23.78640747,12.13592243,36.40776825,-0.853982389,0.274180859,6,20.77294731,12.56038666,31.40096664,-0.814442813,0.262605757,6,20.28985596,11.594203,31.40096664,-0.728910506,0.26408723,6,20.67307663,13.46153831,35.09615326,-0.673187852,0.246401951,7,23.22274971,14.69194317,36.01895905,-0.586674452,0.243547097,7,26.06635094,16.587677,38.86256027,-0.686557531,0.244249582,7,25.59241676,15.63981056,36.4928894,-0.57030648,0.221984327,8,27.48815155,18.48341179,39.33649445,-0.178656712,0.228019789,8,39.33649445,26.06635094,54.50236893,-0.018533209,0.201554611,7,45.23809433,30.95238113,58.09523773,-0.143955871,0.202983424,8,40.95238113,28.09523773,53.80952454,-0.085357957,0.20779568,8,44.2857132,30.47619057,55.23809433,-0.074853867,0.215949968,8,41.42856979,30,56.19047546,-0.089277692,0.215236962,8,42.92453003,29.24528313,55.6603775,-0.232956856,0.233014643,7,39.15094376,23.58490562,53.77358627,-0.364633113,0.238271371,6,34.43396378,19.3396225,47.64151001
"Egypt, Arab Rep.",EGY,-0.52357614,0.373857141,4,27.65957451,13.29787254,49.46808624,-0.018527826,0.345462829,4,44.14893723,27.12765884,65.42552948,0.05310975,0.342808962,4,47.61904907,30.15872955,69.84127045,-0.41343835,0.316106439,4,31.21693039,20.1058197,48.14814758,-0.64012897,0.292474926,5,27.63819122,16.08040237,38.69346619,-0.821635008,0.287285477,6,21.35922241,12.62135887,32.52427292,-0.630180418,0.278669238,6,26.69902992,16.9902916,40.29126358,-0.838822544,0.253118902,7,22.22222137,13.04347801,31.40096664,-0.551373839,0.244181082,7,27.05314064,17.39130402,38.64734268,-0.510507584,0.246403143,7,28.84615326,16.82692337,39.90384674,-0.607051015,0.246401951,7,25.59241676,16.11374474,38.3886261,-0.898418307,0.243547097,7,19.43128014,10.42654037,27.96208572,-1.437057018,0.244249582,7,6.635071278,4.265402794,16.11374474,-1.436329722,0.221984327,8,7.582938194,5.213270187,16.11374474,-1.6388309,0.228019789,8,7.109004974,3.791469097,10.42654037,-1.631176591,0.196386188,8,7.619047642,6.190476418,8.571428299,-1.496645689,0.202983424,8,8.571428299,6.666666508,10.47619057,-1.437696576,0.211121112,7,9.047618866,7.142857075,12.85714245,-1.424527287,0.215949968,8,9.047618866,7.142857075,13.33333302,-1.180049419,0.215236962,8,12.26415062,7.547169685,17.92452812,-1.11419189,0.233014643,7,12.26415062,8.490566254,20.28301811,-1.207360864,0.238271371,6,11.320755,8.018867493,18.39622688
Eritrea,ERI,-0.93592608,0.475315154,2,20.21276665,5.851063728,42.02127838,-0.969231606,0.435323596,2,17.02127647,7.446808338,34.57446671,-0.769237876,0.455642104,2,22.22222137,8.994709015,42.8571434,-0.266984373,0.438636631,2,36.50793839,19.04761887,62.9629631,-0.719401658,0.35043788,2,26.13065338,12.56281376,38.69346619,-0.639192045,0.331347913,3,25.24271774,15.04854393,41.26213455,-0.795266271,0.333870947,3,23.30097008,11.1650486,38.34951401,-0.899921954,0.289883256,4,19.8067627,11.594203,31.40096664,-1.047725558,0.280769616,4,16.90821266,9.178744316,26.08695602,-0.711378455,0.285706997,4,22.59615326,13.46153831,35.57692337,-0.681066215,0.293824881,4,22.74881554,14.21800995,38.3886261,-0.875592828,0.282069832,4,19.9052124,10.42654037,32.22748947,-0.76640439,0.273884326,4,21.32701492,12.79620838,36.01895905,-0.702197254,0.254446119,4,23.69668198,15.63981056,36.96682358,-0.772372127,0.26130271,4,21.32701492,12.79620838,36.01895905,-0.805872619,0.218982503,4,19.04761887,10,29.04761887,-0.876751304,0.226195112,4,19.04761887,9.047618866,27.61904716,-0.656912088,0.225411683,5,22.8571434,13.33333302,35.23809433,-0.729676008,0.234336346,5,20.47619057,11.90476227,32.38095093,-0.605879247,0.233053222,5,25,13.679245,38.20754623,-0.698492646,0.247475669,5,21.69811249,12.26415062,34.90565872,-0.984424829,0.253991514,4,14.62264156,10.37735844,25.94339561
Spain,ESP,0.177704945,0.373857141,4,53.19149017,31.9148941,72.87233734,0.133022442,0.345462829,4,52.12765884,30.31914902,69.14893341,0.462261289,0.31357041,5,65.6084671,42.32804108,80.42327881,0.443883836,0.286130786,6,62.9629631,46.03174591,78.30687714,-0.044970103,0.283212215,6,41.2060318,29.14572906,59.29648209,-0.088050254,0.279339284,7,41.74757385,27.6699028,58.73786545,0.195213541,0.270614386,7,53.39805984,38.34951401,66.01941681,-0.150258154,0.245998517,8,41.06280136,27.05314064,53.62318802,-0.275348157,0.239129573,8,35.74879074,23.67149734,47.34299469,-0.380849361,0.24162896,8,30.28846169,19.71153831,44.23077011,-0.473776698,0.241859883,8,30.33175278,19.9052124,41.23222733,-0.318043739,0.239330947,8,33.64928818,24.17061615,49.76303482,0.021104537,0.238522351,9,48.3412323,34.12322235,60.1895752,-0.029516449,0.219665527,9,42.65402985,34.59715652,57.34597015,0.012017759,0.225787356,9,46.91942978,35.54502487,60.1895752,0.243121743,0.192247406,9,55.23809433,42.38095093,64.2857132,0.251491189,0.198164418,9,55.7142868,43.33333206,63.33333206,0.413188279,0.204956502,9,60.95238113,48.57143021,71.90476227,0.282884181,0.211722627,9,56.66666794,42.38095093,67.61904907,0.287804037,0.211090252,9,56.60377502,44.3396225,65.09433746,0.310685813,0.227150217,8,58.01886749,45.28302002,68.86792755,0.395267636,0.232359797,7,58.01886749,47.16981125,72.16981506
Estonia,EST,0.767552137,0.409513384,3,72.87233734,50,97.34042358,0.656616092,0.345462829,4,68.61701965,48.93616867,91.48936462,0.900591731,0.342808962,4,77.77777863,60.84656143,95.23809814,0.929818749,0.286130786,6,80.42327881,62.9629631,94.708992,0.895133376,0.283212215,6,77.38693237,59.29648209,96.98492432,0.703588128,0.279339284,7,71.35922241,53.88349533,90.77669525,0.603889704,0.270614386,7,65.53398132,51.45631027,82.5242691,0.736498475,0.245998517,8,68.59903717,54.10628128,90.82125854,0.633879602,0.239129573,8,68.59903717,51.6908226,83.57488251,0.570784152,0.24162896,8,65.86538696,49.51922989,80.28845978,0.565775871,0.241859883,8,64.45497894,51.18483353,83.412323,0.661366999,0.239330947,8,67.77251434,53.55450058,86.7298584,0.611041307,0.238522351,9,67.29857635,54.50236893,81.99052429,0.636465192,0.219665527,9,67.29857635,56.39810562,81.99052429,0.748215437,0.225787356,9,68.2464447,60.1895752,88.62559509,0.780257881,0.192247406,9,72.85713959,60.47618866,89.04762268,0.620919824,0.198164418,9,65.7142868,57.61904907,80.47618866,0.673907757,0.204956502,9,68.57142639,57.61904907,85.7142868,0.649775386,0.211722627,9,69.04762268,57.1428566,82.85713959,0.587392688,0.211090252,9,64.62264252,54.24528122,80.6603775,0.633256257,0.227150217,8,67.45282745,56.13207626,82.54717255,0.710120201,0.232359797,7,70.28302002,56.60377502,89.15093994
Ethiopia,ETH,-1.051121712,0.373857141,4,16.48936081,6.382978916,31.9148941,-0.630290568,0.345462829,4,25.53191566,12.23404217,42.55319214,-0.943960965,0.342808962,4,19.04761887,8.994709015,32.80423355,-1.223213792,0.316106439,4,14.81481457,3.703703642,25.39682579,-1.408553958,0.292474926,5,10.05025101,4.522613049,21.10552788,-1.31148231,0.287285477,6,11.65048504,4.368932247,20.38834953,-1.690748692,0.278669238,6,5.825242519,0.970873773,13.5922327,-1.738936901,0.253118902,7,7.246376991,1.449275374,12.56038666,-1.803412437,0.244181082,7,6.76328516,2.415458918,9.178744316,-1.730085373,0.246403143,7,8.653845787,1.923076868,10.57692337,-1.640794158,0.246401951,7,6.635071278,2.843601942,12.79620838,-1.635101199,0.243547097,7,5.687203884,3.317535639,12.32227516,-1.50696373,0.240677565,8,6.161137581,3.791469097,14.21800995,-1.564271331,0.221984327,8,7.109004974,4.739336491,13.27014256,-1.407307386,0.228019789,8,8.056872368,4.739336491,17.06161118,-1.339387417,0.196386188,8,8.571428299,7.142857075,13.33333302,-1.498187423,0.202983424,8,8.095237732,6.666666508,10,-1.619813204,0.20779568,8,7.619047642,5.714285851,10.47619057,-1.679858565,0.215949968,8,7.619047642,3.809523821,9.047618866,-1.279616594,0.215236962,8,10.84905624,6.603773594,14.62264156,-1.305072784,0.233014643,7,11.320755,6.13207531,15.56603813,-1.738457322,0.238271371,6,6.603773594,3.773584843,10.37735844
Finland,FIN,1.412274957,0.373857141,4,97.34042358,72.87233734,100,1.472587585,0.345462829,4,98.93617249,77.65957642,100,1.721372843,0.31357041,5,99.47090149,88.35978699,100,1.755193233,0.286130786,6,100,92.59259033,100,1.68811655,0.283212215,6,100,94.4723587,100,1.62026,0.279339284,7,100,90.77669525,100,1.595862269,0.270614386,7,100,88.34951782,100,1.50135088,0.265196055,7,100,85.99034119,100,1.487836719,0.256352454,7,100,85.50724792,100,1.445845008,0.25823471,7,99.5192337,83.65384674,100,1.459815145,0.241859883,8,99.05213165,86.25592041,100,1.423606873,0.239330947,8,97.15639496,85.30805969,100,1.393471003,0.241997883,8,98.10426331,81.99052429,99.52606964,1.400765181,0.219665527,9,98.10426331,85.30805969,99.52606964,1.385172486,0.225787356,9,97.15639496,81.99052429,99.52606964,1.282197237,0.192247406,9,96.19047546,79.52381134,99.52381134,1.040587306,0.198164418,9,87.14286041,68.57142639,96.66666412,0.999086499,0.204956502,9,83.80952454,67.61904907,95.7142868,1.080909133,0.211722627,9,87.61904907,70.95237732,97.14286041,0.908358991,0.211090252,9,80.18868256,64.15093994,93.39622498,0.851656735,0.227150217,8,76.41509247,60.84905624,92.92453003,0.944625199,0.232359797,7,82.07546997,62.73584747,94.3396225
Fiji,FJI,0.829473197,0.475315154,2,73.40425873,49.46808624,100,0.855083823,0.435323596,2,75,52.12765884,99.46808624,0.300153196,0.455642104,2,58.73015976,30.68782997,81.48148346,0.473249972,0.438636631,2,64.55026245,39.15343857,88.8888855,0.452733874,0.35043788,2,60.30150604,39.69849396,82.4120636,0.388892502,0.331347913,3,59.70873642,39.80582428,78.1553421,0.384415507,0.333870947,3,57.28155518,40.29126358,76.69902802,-0.038168993,0.332642913,3,43.47826004,27.05314064,60.86956406,0.061845288,0.308107227,3,44.92753601,29.46859932,65.21739197,-0.067485437,0.310743183,3,41.82692337,25.48077011,59.61538315,-0.274149209,0.324636489,3,36.01895905,19.9052124,52.60663605,-0.190827519,0.320087254,3,38.86256027,24.17061615,55.45023727,-0.071288198,0.306695104,3,43.12796021,28.4360199,61.13743973,-0.067774832,0.282746524,3,42.18009567,28.90995216,59.24170685,-0.051027689,0.297252923,3,44.07582855,26.54028511,61.6113739,0.553164601,0.238057718,3,64.2857132,52.38095093,78.09523773,0.580308676,0.252857983,3,63.80952454,53.80952454,83.80952454,0.91781497,0.256322026,3,78.57142639,62.38095093,95.7142868,0.619655013,0.256623119,4,67.14286041,53.80952454,86.19047546,0.862233043,0.25485447,4,77.35848999,61.320755,93.86792755,0.777670383,0.254322976,4,73.11320496,58.49056625,92.45282745,0.747954428,0.259898275,4,71.22641754,56.60377502,92.45282745
France,FRA,0.888228416,0.373857141,4,76.59574127,57.44680786,99.46808624,0.700112462,0.345462829,4,69.6808548,52.12765884,93.0851059,0.787016034,0.31357041,5,74.07407379,57.67195892,92.06349182,0.928578258,0.286130786,6,79.8941803,62.9629631,94.708992,0.181763723,0.283212215,6,50.25125504,36.68341827,68.34170532,0.345935553,0.279339284,7,56.79611588,41.26213455,74.27184296,0.401587397,0.270614386,7,57.76699066,43.68931961,74.27184296,0.597088873,0.245998517,8,64.25120544,51.6908226,80.67633057,0.563624442,0.239129573,8,64.73429871,48.3091774,79.71014404,0.545720041,0.24162896,8,64.90384674,49.03845978,79.32691956,0.51175195,0.241859883,8,63.5071106,47.86729813,79.14691925,0.681087554,0.239330947,8,68.72038269,54.02843475,87.20378876,0.602992833,0.238522351,9,65.40284729,54.50236893,81.5165863,0.554941535,0.219665527,9,63.5071106,52.60663605,75.82938385,0.448744118,0.225787356,9,62.08530807,48.81516647,71.5639801,0.300568491,0.192247406,9,58.09523773,45.23809433,66.66666412,0.106706373,0.198164418,9,51.42856979,38.57143021,59.52381134,-0.095359117,0.204956502,9,43.33333206,30.47619057,54.76190567,0.27907759,0.211722627,9,56.19047546,42.38095093,67.14286041,0.029155735,0.211090252,9,48.11320877,35.37735748,58.49056625,0.29938224,0.227150217,8,57.07546997,44.81132126,68.39622498,0.312509805,0.232359797,7,56.60377502,44.81132126,69.3396225
"Micronesia, Fed. Sts.",FSM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.626500607,0.557597101,1,67.33668518,36.18090439,98.99497223,1.003250718,0.331347913,3,81.06796265,62.13592148,99.51456451,1.132724047,0.333870947,3,87.86407471,65.04854584,100,1.130558014,0.332642913,3,90.33816528,63.768116,100,1.149342418,0.308107227,3,92.2705307,68.59903717,100,1.167336583,0.310743183,3,92.30769348,69.2307663,100,1.28798914,0.324636489,3,93.83885956,72.03791809,100,1.209316969,0.320087254,3,90.99526215,68.72038269,100,1.101389408,0.306695104,3,87.67772675,64.45497894,99.52606964,1.150869846,0.282746524,3,89.57346344,69.19431305,99.52606964,1.102858543,0.297252923,3,88.62559509,65.40284729,99.52606964,0.984550714,0.238057718,3,81.42857361,65.7142868,97.14286041,1.035154104,0.252857983,3,86.66666412,65.23809814,98.09523773,1.05758214,0.256322026,3,89.52381134,66.66666412,98.57142639,1.178782463,0.267349362,3,91.42857361,70.95237732,99.04762268,1.168875098,0.25485447,4,91.98113251,71.22641754,99.05660248,1.108844757,0.254322976,4,90.09433746,69.3396225,97.64151001,1.07538867,0.259898275,4,88.20755005,67.92453003,98.11320496
Gabon,GAB,0.12364348,0.373857141,4,51.59574509,28.72340393,71.27659607,0.324185282,0.345462829,4,58.51063919,35.10638428,76.59574127,0.636521697,0.342808962,4,70.37036896,48.67724991,87.83068848,0.405798167,0.316106439,4,61.37565994,42.8571434,78.83597565,0.29888311,0.302046776,4,55.27638245,37.68844223,71.85929871,0.407774419,0.293483645,5,60.67961121,42.23300934,76.69902802,0.326008767,0.287460506,5,55.82524109,41.26213455,70.38835144,0.220145106,0.257524461,6,53.14009476,40.09661865,65.21739197,0.303301662,0.248128906,6,54.10628128,39.61352539,70.53140259,0.263652891,0.252471417,6,53.36538315,38.94230652,69.2307663,0.141696498,0.252385199,6,49.28910065,36.01895905,63.98104095,0.299279243,0.249322861,6,54.50236893,41.7061615,70.1421814,0.384890914,0.249335602,6,60.1895752,46.44549942,70.61611176,0.29329142,0.226807356,7,56.87203979,41.7061615,68.2464447,0.330102742,0.23150824,7,58.76777267,44.07582855,67.77251434,0.149542809,0.200113058,7,51.90476227,38.09523773,60.95238113,0.021186959,0.206814811,7,47.61904907,34.76190567,58.09523773,-0.104910977,0.21260111,7,42.38095093,28.09523773,54.76190567,-0.10302484,0.224623799,6,40.47618866,29.52380943,55.23809433,-0.253804445,0.224222541,6,37.73584747,24.52830124,52.83018875,-0.07426174,0.23851493,6,44.81132126,28.30188751,58.01886749,-0.077141568,0.243751317,5,44.3396225,28.30188751,56.60377502
