source_id,source_name,author,title,description,url,publishedAt,content,target_response,full_text
breitbart-news,Breitbart News,Hannah Bleau,Work Tax: Biden’s Mandate Makes Unvaccinated Pay for Their Own COVID Tests at Least Once a Week,"The Department of Labor's Occupational Safety and Public Health's (OSHA) emergency temporary standard (EMS), imposing vaccine and testing requirements on private businesses with over 100 employees, imposes weighty burdens on unvaccinated workers who choose th…",https://www.breitbart.com/politics/2021/11/04/osha-rule-imposes-burdens-on-the-unvaccinated-does-not-require-employers-to-pay-for-any-costs-associated-with-testing/,2021-11-04T17:26:25Z,"The Department of Labor’s Occupational Safety and Public Health’s (OSHA) emergency temporary standard (ETS), which imposes vaccine and testing requirements on private businesses with over 100 employe… [+2886 chars]",Right,"The Department of Labor’s Occupational Safety and Public Health’s (OSHA) emergency temporary standard (ETS), which imposes vaccine and testing requirements on private businesses with over 100 employees, forces weighty burdens on unvaccinated workers who choose the testing option. It requires them to wear a mask in almost all social situations and places the burden of testing costs on the individual, as OSHA’s rule “does not require employers to pay for any costs associated with testing.”

OSHA released the rule Thursday, weeks after President Biden announced his plans asking the agency to craft one. The rule requires employers with over 100 employees to “maintain a roster of each employee’s vaccination status” and enforce weekly testing requirements for those who refuse to get the vaccine. The rule, which goes into effect January 4, involves “planned inspections” and heavy fines of $14,000 per violation at the start.

A senior Biden official added that employers “willfully violating a standard” will face further penalties “significantly higher than a workplace that is not willfully doing so.”

Employees who refuse to get the shot will be subject to a coronavirus test “at least weekly” if they are in an office at least once a week, or “within 7 days before returning to work” if away from the office for over a week. Notably, the ETS does not place the burden of testing costs on the employer, but on the unvaccinated individual. However, OSHA says employers may be required to pay some of the costs of testing because of other laws or bargaining agreements. Nonetheless, the agency itself is not requiring employers to do so:

The ETS does not require employers to pay for any costs associated with testing. However employer payment for testing may be required by other laws, regulations, or collective bargaining agreements or other collectively negotiated agreements. In addition, nothing prohibits employers from voluntarily assuming the costs associated with testing. Additionally, the rule requires employers to force unvaccinated individuals to wear a face covering in virtually all scenarios — when indoors or “when occupying a vehicle with another person for work purposes, except in certain limited circumstances”: Employers must not prevent any employee, regardless of vaccination status, from voluntarily wearing a face covering unless it creates a serious workplace hazard (e.g., interfering with the safe operation of equipment)."
breitbart-news,Breitbart News,Nick Gilbertson,Sesame Street Muppets Advocate for Coronavirus Vaccines After CDC Approves Use in 5-11 Age Group,Fictional Sesame Street muppets have taken to social media to encourage children to get vaccinated against the coronavirus.,https://www.breitbart.com/health/2021/11/07/sesame-street-muppets-advocate-coronavirus-vaccines-children/,2021-11-07T23:48:07Z,Fictional Sesame Street muppets have taken to social media to encourage children to get vaccinated following the Centers for Disease Control and Prevention’s (CDC) approval of the Pfizer-BioNTech vac… [+3485 chars],Right,"Fictional Sesame Street muppets have taken to social media to encourage children to get vaccinated following the Centers for Disease Control and Prevention’s (CDC) approval of the Pfizer-BioNTech vaccine for the five to eleven age group.

In a tweet on Saturday morning, the imaginary character Big Bird pretended it received a coronavirus vaccine.

“I got the COVID-19 vaccine today! My wing is feeling a little sore, but it’ll give my body an extra protective boost that keeps me and others healthy,” the tweet reads. “Ms. @EricaRHill even said I’ve been getting vaccines since I was a little bird. I had no idea!”

I got the COVID-19 vaccine today! My wing is feeling a little sore, but it'll give my body an extra protective boost that keeps me and others healthy. Ms. @EricaRHill even said I’ve been getting vaccines since I was a little bird. I had no idea! — Big Bird (@BigBird) November 6, 2021

In a tweet, Sen. Ted Cruz (R-TX) called Big Bird’s vaccine advocacy “Government propaganda…for your 5 year old!”

Government propaganda…for your 5 year old! https://t.co/lKUlomnpq1 — Ted Cruz (@tedcruz) November 6, 2021

Oscar the Grouch’s Twitter account also posted about the vaccine.

“Well this stinks. Apparently, the COVID-19 vaccines won’t make you feel grouchy at all!” the tweet stated. “That’s what @KizzyPhD said at today’s town hall, anyway. You might get a sore arm and feel tired, so at least there’s that.”

Well this stinks. Apparently, the COVID-19 vaccines won’t make you feel grouchy at all! That's what @KizzyPhD said at today's town hall, anyway. You might get a sore arm and feel tired, so at least there’s that. — Oscar the Grouch (@OscarTheGrouch) November 6, 2021

A tweet from Elmo’s Twitter account reads, “Elmo was so happy to talk to @DrSanjayGupta at the town hall today! Elmo learned that Elmo’s friends can get the COVID-19 vaccine now, and soon Elmo can too!”

Elmo was so happy to talk to @DrSanjayGupta at the town hall today! Elmo learned that Elmo's friends can get the COVID-19 vaccine now, and soon Elmo can too! — Elmo (@elmo) November 6, 2021

CNN’s Chief Medical Correspondent Dr. Sanjay Gupta spoke with Elmo about vaccines at a November 6 CNN town hall for children, according to a tweet from the Post Millennial.

“So right now the vaccine is only for children five and older,” Gupta said. “So three and a half-year-old monsters – kids like you – probably going to have to wait a little bit longer until the new year, but scientists are working hard right now to make sure that you can get the vaccine as soon as possible.”

CNN's Sanjay Gupta and Erica Hill tell Sesame Street's Elmo he's too young for the COVID vaccine, but ""scientists are working hard"" to change that. In the meantime, he has to keep wearing a mask. pic.twitter.com/e4q2BMWdGz — The Post Millennial (@TPostMillennial) November 6, 2021

The rise in muppet vaccine advocacy follows the CDC’s November 2 recommendation for the use of the Pfizer-BioNTech vaccine for children ages five through eleven. The same day, San Francisco Public Health Officer Dr. Susan Philip stated in a virtual town hall that children in the age group would soon have to provide proof of vaccination to enter indoor businesses.

On November 4, Chicago Public Schools (CPS) announced in an email to parents that students would be given Thursday, November 12 off in recognition of “Vaccine Awareness Day.” CEO of CPS Pedro Martinez stated the day off will be an “opportunity for parents and guardians to take their children five years of age and older to get vaccinated at their pediatrician’s office, at a healthcare provider, or at a CPS school-based site or community vaccination event.”"
breitbart-news,Breitbart News,Hannah Bleau,Exclusive — Florida Surgeon General Ladapo: ‘We Can Expect More of the Same and Worse’ if People Don’t Speak Up Against Mandates,"Americans can only expect ""more of the same and worse"" in terms of coercive coronavirus mandates if people do not begin standing up and speaking out, Florida Surgeon General Joseph Ladapo told Breitbart News in an exclusive interview on Friday.",https://www.breitbart.com/politics/2021/11/13/exclusive-florida-surgeon-general-ladapo-we-can-expect-more-of-the-same-and-worse-if-people-dont-speak-up-against-mandates/,2021-11-13T20:58:16Z,"Americans can only expect “more of the same and worse” in terms of coercive coronavirus mandates if people do not begin standing up and speaking out, Florida Surgeon General Joseph Ladapo told Breitb… [+4493 chars]",Right,"Americans can only expect “more of the same and worse” in terms of coercive coronavirus mandates if people do not begin standing up and speaking out, Florida Surgeon General Joseph Ladapo told Breitbart News in an exclusive interview on Friday.

“I really think that people do need to stand up and stand for what they believe to be true,” Florida’s surgeon general said when asked what advice he would give to Americans who are facing mandates which could potentially impact their lives and livelihoods.

“I mean, I think that unfortunately, part of the reason we’ve gotten to a place now where people who once said on the record that you couldn’t force people to take vaccine for COVID-19 are now saying the opposite thing — that in fact not only can you, you should force people to take this vaccine — I think that … part of the reason that has happened is because enough people have not been outspoken about their rights,” Ladapo said. “So I think that these medical decisions are for people to make. I think that goes from everything from masks mandates to now these vaccinate mandates and vaccine passports.”

“And I think that if people who don’t agree that that’s the appropriate approach, policy approach, the appropriate health policy approach, to these problems, if they don’t speak up, we can expect more of the same and worse,” he predicted. “I think this is the time for people to speak up.”

Ladapo claimed that such policies have “worsened racial and ethnic disparities” but expressed his belief that the motives are “not about health.”

“It’s not about the improvement of health,” he explained before discussing the vilifying tone touted by Biden’s administration and the commander-in-chief himself, who in September warned that his patience was “wearing thin” with unvaccinated Americans.

“It promotes division, and what’s worse is that it basically demonstrates no respect for human rights and human autonomy and the right for people to make health decisions, which they really do have,” he said, explaining that some public health officials have successfully convinced Americans that “they don’t have permission to make decisions about their health.”

COVID-19 vaccines are effective at reducing the risk of severe illness, hospitalization & death. There are also concerns about uncommon but underreported adverse events, some data quality, & suppression of politically unpopular perspectives. https://t.co/Noq6I2n2ZC — Joseph A. Ladapo, MD, PhD (@FLSurgeonGen) November 4, 2021

“And instead, they just have to agree and go along with whatever they are saying — whatever these health officials are saying — and it’s just terrible,” Ladapo told Breitbart News. “I think anyone who cares about civil liberties would have to be alarmed at the fact that they are determined to impose these one-size-fits-all health decisions on everyone.”

“Not only is it an affront to human rights, it’s also scientifically just ridiculous. The difference, for example, in mortality between children and older people from COVID is literally 1,000-fold. There’s literally — the risk is 1,000 times higher. So it’s just not sensible, and again, it’s really disrespectful and harmful to human rights and human dignity,” he added.

Ladapo’s remarks were part of a larger interview with Breitbart News on Friday, centered around the accusations lodged against Ladapo by the left, including MSNBC’s Rachel Maddow, who attempted to discredit Ladapo’s years of work in a lengthy segment on her show this week. Citing anonymous sources, Maddow questioned Ladapo’s career — particularly his experience working with coronavirus patients at UCLA.

“I was taking care of patients with COVID-19 when I was working in the hospital in March, and this is before the COVID-19 team treatment team was established,” he told Breitbart News, adding that he initially volunteered to be on the COVID-19 team as well, although he had to rescind the offer due to family obligations.

“I volunteered again just to help out in November [2020] specifically with COVID patients … and then when the team was dissolved, the COVID-19. Team was dissolved in January 2021, patients with COVID came to all the medical teams. So I had those patients when they came to the hospital from the emergency department,” he said. “They came directly to my team.”

“So it was strange to kind of see the story because it’s factually incorrect and certainly just seemed like an attempt to discredit someone who — like 10 years of my career has been based on my credibility, both clinically and in research, and they’re sort of trying to make people believe something else than what is actually true about me and my career,” he said of Maddow’s segment."
breitbart-news,Breitbart News,Gabrielle Reyes,Singapore Axes Free ‘Universal’ Coronavirus Healthcare for Unvaccinated by Choice,Singapore's government — which currently provides free medical care to coronavirus patients — announced Monday it will no longer cover the costs of coronavirus-related medical bills for people who choose not to receive a Chinese coronavirus vaccine starting n…,https://www.breitbart.com/asia/2021/11/10/singapore-axes-free-universal-coronavirus-healthcare-for-unvaccinated-by-choice/,2021-11-11T00:00:25Z,Singapore’s government which currently provides free medical care to coronavirus patients announced Monday it will no longer cover the costs of coronavirus-related medical bills for people who choose… [+3493 chars],Right,"Singapore’s government — which currently provides free medical care to coronavirus patients — announced Monday it will no longer cover the costs of coronavirus-related medical bills for people who choose not to receive a Chinese coronavirus vaccine starting next month, Australia’s Seven News reported Wednesday.

“[F]rom 8 December 2021, we will begin charging COVID-19 [Chinese coronavirus] patients who are unvaccinated by choice,” Singapore’s Ministry of Health said in a press release issued November 8.

“This will apply to all unvaccinated COVID-19 patients admitted on or after 8 December 2021 to hospitals and CTFs,” the ministry clarified.

“COVID-19,” or the Chinese coronavirus, is the name of the disease caused by SARS-CoV-2, which is a type of coronavirus. “CTF” stands for “Covid-19 Treatment Facility.” The sites provide “medical capabilities and resources, including oxygen supplementation, to safely manage patients who may be at risk of developing severe illness,” according to the Singapore-based Straits Times.

Singapore’s Health Ministry said on November 8 it would continue to cover the full cost of “COVID-19 medical bills for those who are ineligible for vaccination … i.e. children under 12 years old or medically ineligible persons.”

Singapore’s government currently pays all costs tied to coronavirus-related medical bills for all Singaporeans. The city-state extends this financial aid to Singapore’s permanent residents and long-term residence pass holders, with the exception of individuals “who tested positive or had onset of Covid-19 symptoms within 14 days of arrival in Singapore after overseas travel.”

The Singapore Ministry of Health said Monday it decided to withdraw free coronavirus medical treatment for people unvaccinated against the disease because the demographic currently comprises “a sizeable majority of those who require intensive inpatient care, and disproportionately contribute to the strain on our healthcare resources.”

The Republic of Singapore is a sovereign island city-state in Southeast Asia with a population of nearly 6 million. Government data published on November 8 revealed 85 percent of Singaporeans were fully vaccinated against the Chinese coronavirus.

“Both first and second doses of the Pfizer-BioNTech/Comirnaty, Moderna and Sinovac vaccines are currently being administered,” the Straits Times reported on November 10.

“Those eligible for booster doses are also being invited to receive their third shots. As at Nov 8, 18 per cent of Singapore’s population have received boosters [sic],” the newspaper noted.

“Booster” shots are additional doses of a vaccine a person receives after he or she has already completed a full dosage of the inoculation.

Both Pfizer-BioNTech/Comirnaty and Moderna produce coronavirus vaccines based on new mRNA technology, while China’s state-made Sinovac is based on more established inactivated virus technology. The mRNA vaccines inject part of the Chinese coronavirus’ genetic code into a person’s body, thus triggering the production of viral proteins. This process trains the recipient’s immune system to attack the Chinese coronavirus should it encounter it in the future. Inactivated virus vaccines inject killed viral particles into a recipient’s body to expose the person’s immune system to the virus.

Both Pfizer and Moderna are multinational pharmaceutical and biotech corporations based in the U.S. Pfizer partnered with the German biotech firm BioNTech and the Chinese company Fosun Pharma to develop a coronavirus vaccine named “Comirnaty.” Sinovac is a Chinese state-owned biopharmaceutical company that produces a Chinese coronavirus vaccine known as “Sinovac-CoronaVac.”"
breitbart-news,Breitbart News,Charlie Spiering,Joe Biden Praises Big Bird for Getting Coronavirus Vaccine,"President Joe Biden praised the fictional character Big Bird on Sunday for getting the coronavirus vaccine, as the administration begins a new push to get all children ages 5-11 to get vaccinated.",https://www.breitbart.com/politics/2021/11/08/joe-biden-praises-big-bird-for-getting-coronavirus-vaccine/,2021-11-08T12:04:20Z,"President Joe Biden praised the fictional character Big Bird on Sunday for getting the coronavirus vaccine, as the administration begins a new push to get all children ages 5-11 to get vaccinated.
T… [+2453 chars]",Right,"President Joe Biden praised the fictional character Big Bird on Sunday for getting the coronavirus vaccine, as the administration begins a new push to get all children ages 5-11 vaccinated.

The president’s Twitter account replied to a message from Big Bird’s social media account informing everyone that it was vaccinated.

“I got the COVID-19 vaccine today!” Big Bird’s account read. “My wing is feeling a little sore, but it’ll give my body an extra protective boost that keeps me and others healthy.”

“Good on ya, Big Bird,” Biden’s account replied. “Getting vaccinated is the best way to keep your whole neighborhood safe.”

Good on ya, @BigBird. Getting vaccinated is the best way to keep your whole neighborhood safe. — President Biden (@POTUS) November 8, 2021

Sesame Street characters participated in a CNN town hall meeting about the vaccines, informing children that the vaccines were good and important.

During the town hall, Big Bird expressed his fears about the vaccine, prompting Dr. Sanjay Gupta to suggest bringing a stuffed animal to the vaccine appointment.

“You know what I like to do? I like to bring something from home that might make me feel safe like a favorite toy maybe,” he said, showing Big Bird a stuffed pony doll.

Sen. Ted Cruz (R-TX) described Big Bird’s messaging as government propaganda.

“Government propaganda…for your 5 year old!” he wrote, prompting enormous backlash online from the left.

Cruz further reacted to the controversy, noting that when people criticized Big Bird, liberals “lose their sh**.”

Liberals are weird. They don’t care about open borders. Or rising inflation. Or schools covering up sexual assaults. Or the disaster of Afghanistan. Or tyrannical Dems violating medical privacy & freedom. But criticize Big Bird? And they lose their sh**. 🏻‍♂️ https://t.co/KdiRfQW4Du — Ted Cruz (@tedcruz) November 7, 2021

Other fictional Sesame Street characters promoted the vaccines on Twitter.

Well this stinks. Apparently, the COVID-19 vaccines won’t make you feel grouchy at all! That's what @KizzyPhD said at today's town hall, anyway. You might get a sore arm and feel tired, so at least there’s that. — Oscar the Grouch (@OscarTheGrouch) November 6, 2021

Elmo was so happy to talk to @DrSanjayGupta at the town hall today! Elmo learned that Elmo's friends can get the COVID-19 vaccine now, and soon Elmo can too! — Elmo (@elmo) November 6, 2021"
breitbart-news,Breitbart News,Gabrielle Reyes,"Russia Records over 40,000 Coronavirus Cases for 3rd Straight Day","Russia's daily coronavirus caseload surpassed 40,000 for the third straight day Friday, with state health officials recording 40,735 new infections, Russia's state-owned TASS news agency reported.",https://www.breitbart.com/health/2021/11/05/russia-records-40000-coronavirus-cases-3rd-straight-day/,2021-11-05T21:00:43Z,"Russia’s daily coronavirus caseload surpassed 40,000 for the third straight day Friday, with state health officials recording 40,735 new infections, Russia’s state-owned TASS news agency reported.
“… [+2720 chars]",Right,"Russia’s daily coronavirus caseload surpassed 40,000 for the third straight day Friday, with state health officials recording 40,735 new infections, Russia’s state-owned TASS news agency reported.

“For the third day in a row, the daily COVID-19 [Chinese coronavirus] incidence surpassed 40,000 cases. In relative terms, this figure increased by 0,47 percent in the past 24 hours,” TASS observed on November 5.

“In particular, over the past day, some 3,363 cases of infection were detected in St. Petersburg, 2,835 COVID-19 [Chinese coronavirus] cases were registered in the Moscow Region, 1,610 in the Samara Region, 798 in the Voronezh Region, and 792 in the Nizhny Novgorod Region,” the news agency detailed.

Russia, which has a population of roughly 146 million, additionally recorded 1,192 coronavirus-caused deaths on November 5.

Russia’s COVID-19 cases surged by 40,735 to 8,714,595, the anti-coronavirus crisis center stated on Friday: https://t.co/5pZL6l02I3 pic.twitter.com/tZvu1oGnyD — TASS (@tassagency_en) November 5, 2021

Kremlin officials have ordered Moscow to shutter all businesses and non-essential services in the city from October 28 to November 7 in an effort to curb the Russian national capital’s latest coronavirus surge. Moscow is home to roughly 13 million residents.

“Russia has rolled out several homegrown [coronavirus] vaccines including Sputnik V but only about a third of the population is fully innoculated,” Agence France-Presse (AFP) reported November 1.

“Russia’s single-dose Sputnik Light vaccine produces a strong antibody response among recipients, according to research published Wednesday in [the] leading medical journal The Lancet,” the Moscow Times observed on November 5.

“Sputnik Light is the first dose of Russia’s two-dose Sputnik V vaccine, which is the backbone of Russia’s domestic vaccination campaign and is being sold around the world,” according to the newspaper.

The Moscow Times referred to a study published by the Lancet on November 3 which analyzed the results of phase I and II trials of Sputnik Light. The single-dose Sputnik Light vaccine demonstrated a “good safety profile” and “induces a strong immune response” in recipients, especially in those who have already contracted coronavirus, according to the study’s researchers.

“The vaccine, a single-dose version of the two-dose Sputnik V vaccine unveiled last year, has already entered later phases of studies and is widely used in Russia, but the publication of the early research in a top Western journal is a milestone as Russia moves towards making Sputnik Light its main vaccine for export,” Reuters noted of the vaccine on November 3.

“Sputnik Light might be considered not only for primary vaccination, but also could be useful as an efficient tool for further revaccination or vaccination after previous COVID-19 [Chinese coronavirus] infection,” according to the Lancet-published study."
breitbart-news,Breitbart News,Breitbart London,"Germany Reports Record-High New Coronavirus Cases, Considers New Lockdowns",Germany reported a record-high number of coronavirus cases on Thursday and mulled legislation for new coronavirus measures.,https://www.breitbart.com/europe/2021/11/11/germany-reports-record-high-new-coronavirus-cases-considers-new-lockdowns/,2021-11-11T15:38:59Z,"BERLIN (AP) – Germany reported a record-high number of more than 50,000 daily coronavirus cases on Thursday as lawmakers mulled legislation that would pave the way for new coronavirus measures.
The … [+2642 chars]",Right,"BERLIN (AP) – Germany reported a record-high number of more than 50,000 daily coronavirus cases on Thursday as lawmakers mulled legislation that would pave the way for new coronavirus measures.

The Robert Koch Institute, Germany’s national disease control center, registered 50,196 new cases, up from 33,949 daily cases a week earlier. Infections have multiplied so quickly in recent days that hospitals in the hardest-hit regions canceled scheduled surgeries to allow medical personnel to focus on COVID-19 patients.

The institute also reported 237 daily COVID-19 deaths, bringing Germany´s pandemic death toll to 97,198. One of the country’s top virologists, Christian Drosten, warned on Wednesday that another 100,000 people could die in the coming months if the country’s vaccination rate didn’t accelerate quickly.

Unlike some other European countries, Germany has balked at making vaccinations mandatory for certain categories of workers and has struggled to persuade more people to voluntarily get shots.

At least 67% of the population of 83 million is fully vaccinated, according to official figures.

“In Germany, I must say, unfortunately, that our vaccination rate isn´t high enough to prevent the fast spread of the virus,” Chancellor Angela Merkel said late Wednesday.

Vice Chancellor Olaf Scholz who is likely to take over as chancellor echoed Merkel, telling lawmakers that everything must be done to get more people vaccinated.

“The virus is still among us and threatening our health,” said Scholz. “We must make sure that vaccinations are conducted and that they are conducted at high speed.”

A caretaker national government has governed Germany since a September parliamentary election. The three parties that are expected to form the new government are looking to replace a March, 2020 “national epidemic” declaration at the end of the month with new legislation for enacting COVID-19 measures.

Scholz announced that the three parties – his own Social Democrats, the Greens and the pro-business Free Democrats – plan to to re-open vaccination centers across the country so that people can receive booster shots swiftly.

Other virus measures include free tests, daily or frequent testing at nursing homes and schools and tougher enforcement of measures.

Germany has had a patchwork of regional rules throughout the pandemic. Most places permit access to many indoor facilities and events only to those people who have been vaccinated, have recovered from COVID-19 or had a recent negative test.

Scholz said both he and Merkel agreed that the federal government and all 16 states need to meet again next week to find common solutions on how to counter the infection spike.

“That is what we need now: for the country to stick together and pull in one direction so that we can get through this winter,” said Scholz."
breitbart-news,Breitbart News,Nick Gilbertson,San Francisco Children Aged 5 to 11 Will Be Forced to Provide Proof of Vaccination to Enter Businesses,San Francisco will require that children ages five through eleven provide proof of vaccination to gain access to indoor businesses.,https://www.breitbart.com/health/2021/11/04/san-francisco-require-proof-vaccination-children-aged-5-11/,2021-11-04T18:51:26Z,"San Francisco announced on November 2 that children aged five through eleven will soon be forced to provide proof of vaccination to gain access to indoor settings, including businesses.
The city’s a… [+1732 chars]",Right,"San Francisco announced on November 2 that children aged five through eleven will soon be forced to provide proof of vaccination to gain access to indoor settings, including businesses.

The city’s announcement came the same day that the Centers for Disease Control and Prevention (CDC) Director Dr. Rochelle Walensky permitted the use of the Pfizer-BioNTech vaccine in children ages five to eleven, as reported by the Associated Press.

In a virtual town hall on November 2, which was posted to the city’s YouTube channel, San Francisco Public Health Officer Dr. Susan Phillip stated, “today is an exciting day,”

“We’re all very happy to have heard that the CDC has just recommended the COVID-19 vaccine for all children ages five to eleven,” Phillip added. “It’s a very exciting day.”

“People have asked me, what about the local San Francisco health orders that require vaccination to go into a restaurant or to go to a Warriors game,” Phillip stated during the meeting, as reported by KRON. “When is that going to apply to children 5 to 11? We definitely want to wait and make sure children have an opportunity to get vaccinated so that will happen no sooner than about eight weeks after the vaccine is available to kids.”

“So there will be a limited time in which there will not be those requirements as planned but at some point, 5 to 11-year-olds will also have to show proof of vaccination to access some of those same settings,” she added, per KRON.

Currently, San Francisco requires proof of vaccination for children over 12 to gain entry to restaurants, gyms, and large indoor events, among other indoor facilities, according to the city’s website. The requirement for proof of vaccination went into effect August 20.

“We’re requiring vaccines to protect everyone against the continued spread of COVID-19. We want to cut down the spread of COVID-19 and keep San Francisco businesses open” the city’s website states."
fox-news,Fox News,Peter Aitken,Three snow leopards at Nebraska zoo die from COVID-19 infection - Fox News,"<ol><li>Three snow leopards at Nebraska zoo die from COVID-19 infection  Fox News
</li><li>Snow leopards die of Covid-19 complications at Nebraska zoo  CNN
</li><li>Three snow leopards died due to COVID-19 at the Lincoln Children's Zoo  FOX 29
</li><li>3 s…",https://www.foxnews.com/us/snow-leopards-nebraska-zoo-die-covid,2021-11-14T18:16:54Z,"Three snow leopards in a Nebraska zoo have died from complications due to COVID-19. 
The Lincoln Childrens Zoo also announced that two Sumatran tigers, Axl and Kumar, contracted the virus but have r… [+1897 chars]",Right,"Three snow leopards in a Nebraska zoo have died from complications due to COVID-19.

The Lincoln Children’s Zoo also announced that two Sumatran tigers, Axl and Kumar, contracted the virus but have recovered.

""Our leopards, Ranney, Everest, and Makalu, were beloved by our entire community inside and outside of the zoo,"" a statement from the zoo read. ""This loss is truly heartbreaking, and we are all grieving together.""

SURGEON GENERAL: COURT'S BLOCK OF VACCINE MANDATE ‘WOULD BE A SETBACK FOR PUBLIC HEALTH’

The zoo insisted that it continues to take every COVID-19 precaution to prevent the spread of the virus to humans and animals.

The zoo first reported the animals had tested positive for the virus on Oct. 13 after zoo staff noticed the animals exhibiting symptoms of the disease, CBS News reported.

Staff treated the animals with steroids and antibiotics to prevent further infection.

MEDIA REACTS DIFFERENTLY AS BEN ROETHLISBERGER AND AARON RODGERS MISS GAME FOR SAME REASON

No other animals at the zoo have shown signs of infection, and the staff has not yet identified the cause of the initial infection.

The Centers for Disease Control and Prevention (CDC) maintains that the spread of COVID-19 between humans and animals remains low, though it can happen in some cases, such as the currently-accepted origin of the virus, which says the virus spread from a bat to a human.

Humans have, however, more easily spread COVID-19 to animals, infecting animals in several cases since the pandemic started.

DOJ SAYS IT WILL ‘VIGOROUSLY DEFEND’ BIDEN OSHA COVID-19 VACCINE MANDATE IN COURT

One of the most recurrent issues is the infection of mink, which has led to the slaughter of around one million mink across Spain and Holland, while U.S. mink farms in Oregon, Utah, Michigan and Wisconsin each detected cases.

Humans have also spread the virus to cats and dogs in some cases.

CLICK HERE TO GET THE FOX NEWS APP

Animal pharmaceutical company Zoetis developed a COVID-19 vaccine for animals, which has been used to protect primates at zoos across the country."
fox-news,Fox News,Emma Colton,Cruz slams Dan Rather over Biden vaccine mandate take: 'fired for chronic lying' - Fox News,"<ol><li>Cruz slams Dan Rather over Biden vaccine mandate take: 'fired for chronic lying'  Fox News
</li><li>U.S. appeals court affirms hold on Biden COVID-19 vaccine mandate  Reuters
</li><li>Federal court declines to lift stay on vaccine mandate  WAVY.com…",https://www.foxnews.com/politics/ted-cruz-rips-dan-rather-biden-vaccine-mandate-stay-federal-appeals-court,2021-11-14T13:11:38Z,"Sen. Ted Cruz ripped Dan Rather over the former news anchors tweet lamenting a federal appeals court halting President Bidens vaccine mandate, highlighting that Rather was ""fired for chronic lying"" i… [+3021 chars]",Right,"NEW You can now listen to Fox News articles!

Sen. Ted Cruz ripped Dan Rather over the former news anchor’s tweet lamenting a federal appeals court halting President Biden’s vaccine mandate, highlighting that Rather was ""fired for chronic lying"" in journalism.

""Hey. Let me fix that headline for you,"" Cruz said to Rather Saturday on Twitter. ""‘Federal appeals court upholds the rule of law. Leftist news anchor who was fired for chronic lying laments that the Constitution remains in force.’""

The Fifth Circuit Court of Appeals on Friday reaffirmed its decision to enact a stay on Biden’s federal vaccine mandate for companies with 100 or more employees.

APPEALS COURT RE-AFFIRMS STAY ON BIDEN WORKPLACE VACCINE MANDATE, CITES 'SEVERE' RISKS

Rather had initially tweeted a link to a Washington Post story on the ruling, headlined, ""Federal appeals court halts Biden administration’s vaccine requirement, delivering policy a major blow.""

""Hey. Let me fix that headline for you,"" Rather tweeted, accompanied by his proposed headline, ""Federal appeals court halts important public health measure delivering the safety and welfare of the nation a major blow.""

Rather, 90, was fired from CBS News after he questioned President George W. Bush’s military service in 2004, claiming the former president went AWOL during his time in the Texas Air National Guard. The Bush administration at the time hit back that the report was based on inauthentic documents. An investigation was launched and concluded the CBS report disregarded ""fundamental journalistic principles,"" leading to Rather and multiple CBS executives getting fired.

TEXAS ATTORNEY GENERAL SUES BIDEN ADMINISTRATION, SLAMS 'FLATLY UNCONSTITUTIONAL' FEDERAL VACCINE MANDATE

Rather defended the segment in 2015, saying, ""We reported a true story.""

""We didn’t do it perfectly,"" he told The Hollywood Reporter at the time. ""We made some mistakes of getting to the truth. But that didn’t change the truth of what we reported.""

CLICK HERE TO GET THE FOX NEWS APP

The appeals court upholding its decision comes as a victory for conservatives, who have called Biden’s mandate ""unconstitutional"" since Biden first announced the requirement in September."
